City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Matay,EG,28.419,30.7792,58.93,44,0,9.66,clear sky
700,Tupik,RU,54.4253,119.9327,-16.11,77,91,8.34,overcast clouds
701,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.6,87,0,3.44,clear sky
702,Vieste,IT,41.8825,16.175,28.4,86,20,2.3,few clouds
703,Botwood,CA,49.1499,-55.3482,24.01,90,100,3.53,overcast clouds
704,Pizarro,CO,4.9533,-77.366,75.31,89,88,3.87,moderate rain
705,Trapani,IT,37.8333,12.6667,48.0,93,40,2.3,scattered clouds
706,Havre-Saint-Pierre,CA,50.2334,-63.5986,24.8,93,90,21.85,light snow
707,Labuhan,ID,-6.8844,112.2051,83.44,77,21,13.98,light rain
708,Champerico,GT,14.3,-91.9167,64.99,95,8,4.36,clear sky
709,Vostok,RU,46.4856,135.8833,-3.75,91,100,2.46,overcast clouds
710,Karratha,AU,-20.7377,116.8463,101.97,26,59,12.12,broken clouds
711,Naze,JP,28.3667,129.4833,55.4,62,75,17.27,broken clouds
712,Rognan,NO,67.0953,15.3878,26.01,88,52,6.64,broken clouds
713,Karpogory,RU,64.0019,44.4451,-10.97,87,68,3.76,broken clouds
714,Pasighat,IN,28.0667,95.3333,77.79,34,6,3.8,clear sky
715,Alihe,CN,50.5667,123.7167,-8.59,77,100,4.18,overcast clouds
716,Moses Lake,US,47.1301,-119.2781,35.6,80,90,2.68,overcast clouds
717,Arya,PK,33.6,73.0667,64.89,28,63,7.05,broken clouds
718,Egvekinot,RU,66.3167,-179.1667,-15.74,86,100,13.35,overcast clouds
719,Wanning,CN,18.8003,110.3967,68.43,71,93,20.8,overcast clouds
720,Lakeside,US,30.13,-81.7682,41.0,93,1,2.91,clear sky
