City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
597,Guanica,PR,71.01,few clouds,17.9716,-66.908,Copamarina Beach Resort & Spa
598,Bandarbeyla,SO,78.24,clear sky,9.4942,50.8122,JABIR HOTEL
604,Mount Gambier,AU,68.0,clear sky,-37.8333,140.7667,Commodore on the Park
605,Namatanai,PG,83.79,overcast clouds,-3.6667,152.4333,Namatanai Hotel
606,Sassari,IT,55.4,broken clouds,40.7272,8.5603,Hotel Marini
607,Darnah,LY,55.35,scattered clouds,32.767,22.6367,فندق الفردوس
609,Birao,CF,73.89,few clouds,10.2849,22.7882,
610,Maragogi,BR,75.88,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
611,Ambur,IN,82.78,clear sky,12.7833,78.7,OYO 30372 Royal Mughal
613,Koulamoutou,GA,71.67,overcast clouds,-1.1303,12.4736,Motel Bouenguidi
614,Pochutla,MX,72.0,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
615,Grand Baie,MU,84.99,overcast clouds,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
616,Acarau,BR,78.12,overcast clouds,-2.8856,-40.12,castelo pizzaria
617,Blora,ID,84.16,moderate rain,-6.9698,111.4186,Hotel Adhi Jaya
618,Tabuk,PH,69.24,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
620,Amambai,BR,71.67,heavy intensity rain,-23.1042,-55.2258,Keren Hotel
622,Diebougou,BF,63.97,overcast clouds,10.9667,-3.25,Hotel Le Consulat
623,Port-Gentil,GA,78.8,few clouds,-0.7193,8.7815,Fengshui Residence
624,Kisangani,CD,73.4,mist,0.5167,25.2,Grand Ramela Hotel
626,Chulucanas,PE,75.06,overcast clouds,-5.0925,-80.1625,"Servicio Turístico Hotelero ""El Diamante"""
627,Ninghai,CN,52.0,clear sky,29.2892,121.4247,Kaiyuan New Century Hotel
630,Codrington,AU,60.58,few clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
635,La Orilla,MX,73.98,overcast clouds,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
636,Robertsport,LR,77.25,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
637,San Miguel,SV,73.72,clear sky,13.4833,-88.1833,Excalibur
638,Guanare,VE,70.27,broken clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
639,Zhuhai,CN,69.01,few clouds,22.2769,113.5678,珠海粤财假日酒店
641,Harper,LR,76.86,clear sky,4.375,-7.7169,Screensaver
644,Bac Lieu,VN,82.83,few clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
647,Rapar,IN,81.07,clear sky,23.5667,70.6333,Dharamshi Bapa’s Home
648,Rafai,CF,81.19,scattered clouds,4.95,23.9167,
649,Nuevo Progreso,MX,63.0,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
650,Owando,CG,75.11,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
653,Arrecife,ES,62.6,broken clouds,28.963,-13.5477,Hotel Lancelot
654,Perur,IN,78.8,haze,10.9667,76.9,SPOT ON 69092 Sri Murugan Lodge
656,Canico,PT,59.0,broken clouds,32.6333,-16.85,Quinta Splendida Wellness & Botanical Garden
658,Ginda,IN,64.0,clear sky,30.6945,78.4932,Bal uma sankar hotel and restaurant
661,Lugazi,UG,72.05,light rain,0.3772,32.9197,Dr Kalumba Moses
663,Bonthe,SL,74.03,few clouds,7.5264,-12.505,Bonthe Holiday Village
664,Muyinga,BI,68.83,light rain,-2.8333,30.3333,Hotel Icizanye
667,Taree,AU,73.99,scattered clouds,-31.9,152.4667,All Seasons Country Lodge Taree
668,Port Shepstone,ZA,76.64,clear sky,-30.7414,30.455,My Den Beachfront B&B And Self-Catering
669,Pundaguitan,PH,77.81,moderate rain,6.3711,126.1689,Leonardo Family Beach House 1
670,Kloulklubed,PW,77.0,light rain,7.0419,134.2556,Storyboard Beach Resort
674,Tabou,CI,75.69,light rain,4.423,-7.3528,hotêl doufoulougou
675,Miramar,US,55.4,clear sky,25.9873,-80.2323,Stadium Hotel
676,Tucupita,VE,70.38,overcast clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
677,Baghdad,IQ,60.8,clear sky,33.3406,44.4009,Baghdad Hotel
680,Yarada,IN,80.6,haze,17.65,83.2667,"D-26/2, Dolphin Hill,"
681,Darjiling,IN,54.68,broken clouds,27.0333,88.2667,Windamere Hotel
682,Itoman,JP,60.8,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
684,Phan Thiet,VN,80.74,clear sky,10.9333,108.1,Hotel Saigon-PT
685,Buenavista,PH,77.07,overcast clouds,8.9769,125.4089,Room For Rent
686,Imbituba,BR,77.0,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
687,Lazaro Cardenas,MX,74.64,overcast clouds,17.9583,-102.2,Collection O Hotel Quinta Antigua
688,Wanlaweyn,SO,86.81,clear sky,2.6185,44.8938,Haji Qasim Hotel
689,Kapit,MY,79.77,light rain,2.0167,112.9333,Hotel Meligai Kapit
690,Lucapa,AO,72.19,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
691,Chauk,MM,81.12,clear sky,20.8833,94.8167,Bo Khin Guest House
692,Thinadhoo,MV,81.72,overcast clouds,0.5333,72.9333,
694,Doha,QA,69.8,haze,25.2867,51.5333,Doha Marriott Hotel
695,Vetapalem,IN,80.82,clear sky,15.7833,80.3167,Dasul Urdu Hostel
699,Matay,EG,58.93,clear sky,28.419,30.7792,Nag Aespen
704,Pizarro,CO,75.31,moderate rain,4.9533,-77.366,Hotel Limonar
707,Labuhan,ID,83.44,light rain,-6.8844,112.2051,PT PPI Lamongan Tambak C
708,Champerico,GT,64.99,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
711,Naze,JP,55.4,broken clouds,28.3667,129.4833,奄美ポートタワーホテル
714,Pasighat,IN,77.79,clear sky,28.0667,95.3333,Siang Guest House
717,Arya,PK,64.89,broken clouds,33.6,73.0667,Jungle Barracks
719,Wanning,CN,68.43,overcast clouds,18.8003,110.3967,Paradise Hotel
